"type,xmlpath,amz_attrib,amz-format,Title,mandatory,amz-max-length,amz-min-length,id,max-allowed-lines,aum",
"apparel-closure-type","department"
"Select","select"
"shoes.ClassificationData.apparel-closure-type","shoes.ClassificationData.department"
"ShoeClosureType","department"
"text","text"
"Shoe Closure Type","department"
"N","Y"
,
,
"amz:prod_shoe_cd_dpt","amz:prod_shoe_cd_dpt"
,
,
"buckle","baby-boy"
"bungee","baby-girl"
"hook-and-loop","boys"
"lace-up","girls"
